conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1927997965647446122,Fri May 30 00:03:26 +0000 2025,0,@reaareaa__ Bangga banget sama langkah Presiden Prabowo kasih dukungan pada Danantara,1928240802561396755,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928240802561396755,1718911044184371200,
1927997965647446122,Fri May 30 00:03:17 +0000 2025,0,@reaareaa__ Berkat perhatian Presiden Prabowo Danantara bisa buka jalan untuk inovasi nasional,1928240762627527129,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928240762627527129,1709403856529195008,
1927998414643470631,Fri May 30 00:02:57 +0000 2025,0,@reaareaa__ Indonesia butuh pemimpin kaya Presiden Prabowo yang berani dukung Danantara,1928240680385794083,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928240680385794083,1711230026845491200,
1927998414643470631,Fri May 30 00:00:30 +0000 2025,0,@reaareaa__ Dukungan Presiden Prabowo terhadap Danantara mengangkat harapan baru bagi generasi muda,1928240061167927777,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928240061167927777,1700817330241245184,
1927998414643470631,Thu May 29 23:59:21 +0000 2025,0,@reaareaa__ Presiden Prabowo dukung Danantara udah kayak partner kolaborasi strategis aja,1928239774126510581,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928239774126510581,1701114840436400128,
1927998414643470631,Thu May 29 23:59:02 +0000 2025,0,@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin kita tambah optimis sama masa depan negeriDukungan Presiden Prabowo buat Danantara bikin makin semangat maju bareng Indonesia,1928239694216823275,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928239694216823275,1699646718730764288,
1927998414643470631,Thu May 29 23:58:42 +0000 2025,0,@reaareaa__ Presiden Prabowo paham banget pentingnya Danantara makanya selalu support,1928239610963833200,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928239610963833200,1698949721849810944,
1927997965647446122,Thu May 29 23:57:26 +0000 2025,0,@reaareaa__ Presiden Prabowo emang nggak setengah-setengah dukung Danantara keren abis,1928239290003128801,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928239290003128801,1698906253953802240,
1927998414643470631,Thu May 29 23:57:18 +0000 2025,0,@reaareaa__ Presiden Prabowo pun percaya Danantara bisa maju bareng keren banget,1928239255735914875,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928239255735914875,1699293115881037824,
1927998414643470631,Thu May 29 23:56:24 +0000 2025,0,@reaareaa__ Senang liat Presiden Prabowo datang langsung support Danantara,1928239032632328271,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928239032632328271,1711231518390317056,
1927998414643470631,Thu May 29 23:55:37 +0000 2025,0,@reaareaa__ Dukungan pak Prabowo buat Danantara bikin harapan teknologi Indonesia tumbuh,1928238834308784492,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928238834308784492,1699299114293600256,
1927997965647446122,Thu May 29 23:55:36 +0000 2025,0,@reaareaa__ Presiden Prabowo beneran paham pentingnya Danantara untuk kemajuan teknologi lokal,1928238828801691948,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928238828801691948,1709418125232611328,
1927997965647446122,Thu May 29 23:55:01 +0000 2025,0,@reaareaa__ Sikap Presiden Prabowo yang selalu bela Danantara itu patut diacungi jempol,1928238680461758571,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928238680461758571,1701125375521398784,
1927997965647446122,Thu May 29 23:54:50 +0000 2025,0,@reaareaa__ Presiden Prabowo berikan harapan besar buat Danantara semangat terus,1928238637843632446,,reaareaa__,in,,0,0,0,https://x.com/undefined/status/1928238637843632446,1709780066031529984,
